,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
2820,4026518,0,0,3,1/11/2021,49.1,1,1,122902.0474,0,1,1427.801404,0,1,0,57,LANGLEY                                                                                             ,
2821,4026707,0,1,3,9/16/2020,434823.25,2,0,,0,1,1947.773259,0,1,1,40,VANCOUVER                                                                                           ,
2822,4027017,1,1,3,12/22/2020,5125.33,3,0,,0,1,0,0,1,0,58,COQUITLAM                                                                                           ,
2823,4031540,0,0,3,7/23/2020,996.4,1,1,,0,1,81.77854299,0,1,2,41,VANCOUVER                                                                                           ,
2824,4034588,0,1,3,7/8/2020,29958.7,3,1,,1,1,0,0,1,14,62,VICTORIA                                                                                            ,
2825,4034827,1,1,3,4/27/2020,776325.53,3,1,,0,1,0,0,1,8,71,VANCOUVER                                                                                           ,
2826,4035296,1,1,3,4/23/2020,439715.4264,1,1,,0,0,0,1,1,6,76,PORT COQUITLAM                                                                                      ,
2827,4035833,0,0,3,1/9/2021,1502.2,3,1,,1,0,0,0,1,0,70,ABBOTSFORD                                                                                          ,
2828,4045595,0,0,3,6/25/2020,79.76,1,0,,0,1,0,0,1,11,53,SURREY                                                                                              ,
2829,4046678,0,0,3,12/1/2020,1000,1,1,,1,0,0,0,1,2,56,MAPLE RIDGE                                                                                         ,
2830,4046839,0,0,3,12/14/2020,493193.83,3,1,,1,1,2367.134314,0,1,0,53,VANCOUVER                                                                                           ,
2831,4048023,1,1,3,6/9/2020,500,1,1,,0,1,2165.301696,0,1,0,71,SURREY                                                                                              ,
2832,4048826,0,0,3,4/23/2020,9.12,1,1,,0,0,0,0,1,0,61,VANCOUVER                                                                                           ,
2833,4049024,1,1,3,2/10/2021,516855.25,2,1,69973.48338,0,1,695.58438,0,1,10,68,MISSION                                                                                             ,
2834,4050089,0,0,3,8/17/2020,755298.05,2,1,,1,1,0,0,1,0,59,NORTH VANCOUVER                                                                                     ,
2835,4050760,0,0,3,5/8/2020,10256.71,1,1,,0,1,0,0,1,3,54,BURNABY                                                                                             ,
2836,4054795,1,1,3,4/15/2020,10097.25,2,0,,0,1,620.5383796,0,1,10,49,SURREY                                                                                              ,
2837,4055773,1,1,3,6/10/2020,5247.33,2,1,97967.51953,0,0,0,0,1,3,61,VANCOUVER                                                                                           ,
2838,4056682,0,0,3,12/3/2020,222848.31,3,1,,0,1,0,0,1,5,32,NORTH VANCOUVER                                                                                     ,
2839,4057747,0,0,3,2/12/2021,21933.36,2,1,,0,1,0,0,1,3,35,VANCOUVER                                                                                           ,
2840,4057750,0,0,3,4/21/2020,437657.6511,1,0,,0,1,147.008486,1,1,0,59,ABBOTSFORD                                                                                          ,
2841,4058658,1,1,3,1/15/2021,484726.5,3,1,,0,0,0,0,1,0,72,COBBLE HILL                                                                                         ,
2842,4060247,0,0,3,2/4/2021,182040.55,2,0,,1,1,1463.978891,0,1,0,42,COQUITLAM                                                                                           ,
2843,4060821,0,1,3,7/21/2020,0.02,3,1,,0,1,469.2468316,0,1,0,65,MAYNE ISLAND                                                                                        ,
2844,4061313,0,0,3,7/23/2020,1522.22,2,1,,1,0,0,0,1,23,63,VICTORIA                                                                                            ,
2845,4063565,1,1,3,12/7/2020,4.58,1,1,,0,1,0,0,1,0,67,BURNABY                                                                                             ,
2846,4064502,0,1,3,8/31/2020,8974.73,3,1,,0,1,0,0,1,92,44,PORT COQUITLAM                                                                                      ,
2847,4067830,0,0,3,4/14/2020,590579.6315,2,0,,0,1,1460.394404,1,1,1,47,SURREY                                                                                              ,
2848,4068255,0,0,3,2/5/2021,744.1,2,0,,0,1,0,0,1,0,61,SURREY                                                                                              ,
2849,4069436,0,0,3,7/20/2020,22357.07,1,0,,1,1,437.1128466,0,1,36,47,SURREY                                                                                              ,
2850,4071636,0,0,3,12/16/2020,1094760.47,3,0,,1,1,368.6533325,0,1,2,50,COQUITLAM                                                                                           ,
2851,4072232,0,0,3,1/6/2021,6.21,1,1,,0,1,0,0,1,16,64,SURREY                                                                                              ,
2852,4072783,0,0,3,4/3/2020,474923.4957,1,1,,0,0,0,1,1,15,66,WEST VANCOUVER                                                                                      ,
2853,4074671,0,0,3,12/23/2020,29.16,1,0,,0,1,0,0,1,12,56,VICTORIA                                                                                            ,
2854,4075495,0,0,3,4/21/2020,1312.72,1,1,,0,1,546.2641154,0,1,70,41,BURNABY                                                                                             ,
2855,4076338,1,1,3,2/4/2021,1365.59,3,1,,1,0,0,0,1,4,59,RICHMOND                                                                                            ,
2856,4077281,0,0,3,12/22/2020,554012.2,2,1,,0,0,0,0,1,20,47,PORT COQUITLAM                                                                                      ,
2857,4077482,0,1,3,7/16/2020,1364.27,1,1,,1,1,2385.1193,0,1,76,48,VANCOUVER                                                                                           ,
2858,4077719,1,1,3,2/3/2021,3411.57,4,1,,0,1,1637.276991,0,1,43,62,LANGLEY                                                                                             ,
2859,4078565,0,0,3,6/2/2020,15880.88,1,0,,0,1,0,0,1,0,48,SURREY                                                                                              ,
2860,4083576,0,0,3,4/17/2020,5601.94,2,1,,1,1,217.5002753,0,1,1,39,PORT MOODY                                                                                          ,
2861,4085785,0,0,3,6/5/2020,7592.03,2,0,,0,1,0,0,1,9,52,VICTORIA                                                                                            ,
2862,4086162,1,1,3,4/29/2020,15908.73,2,1,,1,1,394.8482014,0,1,13,49,PORT COQUITLAM                                                                                      ,
2863,4086686,0,0,3,7/22/2020,920.4,3,1,,1,1,0,0,1,1,45,VANCOUVER                                                                                           ,
2864,4089865,1,1,3,2/4/2021,1223917.44,3,0,,0,1,56.89991524,0,1,6,50,FALKLAND                                                                                            ,
2865,4090272,0,1,3,8/7/2020,752.58,1,1,,0,1,1723.115043,0,1,0,27,RICHMOND                                                                                            ,
2866,4092332,0,0,3,11/7/2020,7.59,2,0,,0,0,0,0,1,0,68,SURREY                                                                                              ,
2867,4097448,1,1,3,1/12/2021,517501.74,5,1,,0,1,450.0580096,0,1,1,63,VANCOUVER                                                                                           ,
2868,4097966,1,1,3,5/9/2020,443403.2169,1,1,,0,1,0,1,1,0,68,SURREY                                                                                              ,
2869,4098007,0,0,3,8/28/2020,2840.01,2,1,,1,1,0,0,1,26,79,SURREY                                                                                              ,
2870,4099152,0,0,3,7/14/2020,241066.34,3,1,,0,1,0,0,1,1,65,POWELL RIVER                                                                                        ,
2871,4099373,0,0,3,1/8/2021,2876.16,2,0,,0,0,0,0,1,8,50,LANGLEY                                                                                             ,
2872,4099481,0,0,3,1/7/2021,589332.4,2,0,,0,0,0,0,1,0,47,WEST KELOWNA                                                                                        ,
2873,4101438,0,0,3,6/25/2020,584978.38,3,0,,0,1,1410.466987,0,1,2,38,RICHMOND                                                                                            ,
2874,4102413,1,1,3,1/5/2021,15,2,1,,0,1,0,0,1,2,53,PITT MEADOWS                                                                                        ,
2875,4108388,1,1,3,1/6/2021,5.3,1,0,,0,1,0,0,1,46,40,ABBOTSFORD                                                                                          ,
2876,4109328,0,1,3,7/15/2020,1812.67,2,1,,0,0,0,0,1,3,60,BURNABY                                                                                             ,
2877,4109739,0,0,3,5/15/2020,681231.4371,1,0,,0,1,0,1,1,4,41,SURREY                                                                                              ,
2878,4110789,0,0,3,9/1/2020,15057.57,2,1,,0,1,0,0,1,1,68,SURREY                                                                                              ,
2879,4111419,0,1,3,9/18/2020,603760.3,5,1,,0,0,0,0,1,0,56,VANCOUVER                                                                                           ,
2880,4111608,0,0,3,9/1/2020,1840.03,1,0,,0,1,0,0,1,0,59,BURNABY                                                                                             ,
2881,4111865,0,0,3,8/27/2020,16753.03,2,0,,0,1,17.71968462,0,1,175,60,NORTH VANCOUVER                                                                                     ,
2882,4111904,0,1,3,7/16/2020,15439.23,3,1,,0,1,1201.004238,0,1,3,34,SQUAMISH                                                                                            ,
2883,4113914,0,0,3,7/17/2020,199.45,2,1,,1,1,0,0,1,32,72,ABBOTSFORD                                                                                          ,
2884,4113962,1,1,3,2/6/2021,973622.71,4,1,,1,1,2159.922907,0,1,0,31,ABBOTSFORD                                                                                          ,
2885,4117574,1,1,3,3/30/2020,1219748.953,1,1,,0,1,0,1,1,0,40,SURREY                                                                                              ,
2886,4118093,1,1,3,1/9/2021,98795.89,3,1,232708.9532,1,1,0,0,1,4,62,CHILLIWACK                                                                                          ,
2887,4118202,1,1,3,1/13/2021,2609.11,2,1,,0,0,0,0,1,6,44,NEW WESTMINSTER                                                                                     ,
2888,4119352,1,1,3,12/22/2020,45.99,1,0,,0,1,793.832274,0,1,0,51,SURREY                                                                                              ,
2889,4119503,1,1,3,5/21/2020,2160.94,4,1,87089.91538,0,1,673.3930495,0,1,47,47,COQUITLAM                                                                                           ,
2890,4120494,0,0,3,12/8/2020,380800.16,3,0,,0,0,0,0,1,0,56,MISSION                                                                                             ,
2891,4124671,0,0,3,1/20/2021,21371.99,2,0,,0,1,0,0,1,4,43,SURREY                                                                                              ,
2892,4124784,0,1,3,9/17/2020,991653.02,2,1,,0,1,0,0,1,0,31,NORTH VANCOUVER                                                                                     ,
2893,4125486,1,1,3,1/8/2021,911.61,1,0,,0,1,181.8793398,0,1,16,41,SURREY                                                                                              ,
2894,4129744,1,1,3,4/3/2020,699219.3201,2,0,,0,0,0,1,1,0,68,MISSION                                                                                             ,
2895,4130601,0,0,3,4/17/2020,632515.8054,1,0,,0,0,0,1,1,0,55,VANCOUVER                                                                                           ,
2896,4130938,0,0,3,1/7/2021,687225.19,1,1,,0,1,0,0,1,0,54,BURNABY                                                                                             ,
2897,4131353,0,0,3,6/19/2020,678269.23,3,1,,0,1,0,0,1,5,52,RICHMOND                                                                                            ,
2898,4133712,0,0,3,5/11/2020,587981.4,4,1,,0,1,1499.612712,1,1,2,28,NORTH VANCOUVER                                                                                     ,
2899,4135412,0,0,3,5/6/2020,439145.8099,3,0,,0,0,0,1,1,5,76,SURREY                                                                                              ,
2900,4135620,0,0,3,4/28/2020,456219.0159,1,1,,1,1,0,1,1,4,63,CHILLIWACK                                                                                          ,
2901,4135813,1,1,3,5/8/2020,446919.659,1,1,,0,1,0,1,1,39,40,NORTH VANCOUVER                                                                                     ,
2902,4137288,0,0,3,5/21/2020,2939.95,1,1,,0,1,0,0,1,0,50,NEW WESTMINSTER                                                                                     ,
2903,4144349,0,0,3,4/17/2020,1191.32,1,1,,1,1,375.0654865,0,1,33,48,NORTH VANCOUVER                                                                                     ,
2904,4146112,0,1,3,8/7/2020,421624.37,2,0,291645.068,0,1,2294.184687,0,1,0,53,NEW WESTMINSTER                                                                                     ,
2905,4147111,0,0,3,3/23/2020,1000584.939,2,1,,0,1,0,1,1,0,43,NANOOSE BAY                                                                                         ,
2906,4147190,0,0,3,7/14/2020,6298.06,1,0,,0,0,0,0,1,8,61,VANCOUVER                                                                                           ,
2907,4148179,0,0,3,12/12/2020,3003.56,3,0,,0,1,0,0,1,14,58,LANGLEY                                                                                             ,
2908,4148509,0,0,3,7/8/2020,3391.81,1,1,,1,1,2397.913184,0,1,19,78,VANCOUVER                                                                                           ,
2909,4149435,0,0,3,1/11/2021,12242.88,2,1,,1,0,0,0,1,23,57,PORT COQUITLAM                                                                                      ,
2910,4152392,0,0,3,8/25/2020,79880.56,2,1,,0,0,0,0,1,36,51,NORTH VANCOUVER                                                                                     ,
2911,4152645,0,0,3,2/17/2021,487199.89,2,0,,0,1,0,0,1,1,49,SURREY                                                                                              ,
2912,4154408,0,0,3,5/12/2020,461735.1304,1,1,,0,0,0,1,1,0,43,SURREY                                                                                              ,
2913,4156252,0,0,3,4/28/2020,442590.2143,1,1,,0,1,1486.71995,1,1,7,45,DELTA                                                                                               ,
2914,4156973,1,1,3,5/5/2020,462300.2759,1,0,,0,1,1853.590272,1,1,15,42,BURNABY                                                                                             ,
2915,4158509,0,0,3,6/8/2020,43983.72,1,0,,0,0,0,0,1,0,50,PORT COQUITLAM                                                                                      ,
2916,4158645,0,0,3,4/2/2020,950123.29,2,0,,0,1,123.0057707,0,1,2,66,RICHMOND                                                                                            ,
2917,4159413,1,1,3,3/30/2020,748800,2,1,,0,1,1097.600196,0,1,0,66,VANCOUVER                                                                                           ,
2918,4164967,1,1,3,4/17/2020,251761.21,3,1,,0,0,0,0,1,19,58,NORTH VANCOUVER                                                                                     ,
2919,4168694,0,0,3,6/13/2020,37.06,1,0,,0,1,734.9488824,0,1,0,37,BURNABY                                                                                             ,
2920,4170278,0,0,3,12/11/2020,523000,1,1,,0,0,0,0,1,3,78,SURREY                                                                                              ,
2921,4172442,1,1,3,4/21/2020,407456.6444,1,0,,0,1,1739.287356,1,1,2,37,COQUITLAM                                                                                           ,
2922,4173154,0,0,3,1/2/2021,31.81,1,1,,0,0,0,0,1,0,61,LANGLEY                                                                                             ,
2923,4174260,0,0,3,4/22/2020,1284150.56,2,0,,0,1,2173.643787,0,1,7,52,SURREY                                                                                              ,
2924,4175489,0,0,3,5/8/2020,474247.2345,3,0,,0,1,934.0570834,1,1,1,43,DELTA                                                                                               ,
2925,4177764,1,1,3,1/8/2021,357502.96,2,1,,0,1,0,0,1,1,61,COQUITLAM                                                                                           ,
2926,4178926,0,0,3,2/11/2021,4676.67,2,1,,1,1,2317.5816,0,1,11,65,SURREY                                                                                              ,
2927,4182239,0,0,3,6/20/2020,3230,1,1,,0,0,0,0,1,2,43,VANCOUVER                                                                                           ,
2928,4182347,0,0,3,7/29/2020,2244.05,2,0,,0,1,0,0,1,14,56,CHILLIWACK                                                                                          ,
2929,4185092,0,0,3,4/23/2020,883727.59,2,0,,0,0,0,1,1,0,65,PORT COQUITLAM                                                                                      ,
2930,4185543,0,0,3,2/1/2021,1150,2,0,,0,1,0,0,1,1,35,SURREY                                                                                              ,
2931,4186506,1,1,3,4/3/2020,453295.9542,2,1,,0,1,1823.687019,1,1,4,54,PORT COQUITLAM                                                                                      ,
2932,4189740,1,1,3,1/20/2021,17073.75,2,1,,0,1,2543.299693,0,1,18,44,MAPLE RIDGE                                                                                         ,
2933,4191217,1,1,3,2/3/2021,599.3,1,1,,0,1,0,0,1,0,55,VANCOUVER                                                                                           ,
2934,4191323,0,0,3,8/25/2020,1171483.98,2,1,,1,1,0,0,1,0,37,SURREY                                                                                              ,
2935,4191459,1,1,3,4/22/2020,864957.7792,2,1,244449.5669,0,1,0,1,1,61,32,ALDERGROVE                                                                                          ,
2936,4191759,0,0,3,5/20/2020,451125.1929,1,1,,0,1,2188.094239,1,1,25,54,VANCOUVER                                                                                           ,
2937,4192333,0,1,3,8/24/2020,735786.6,2,0,,0,0,0,0,1,0,80,BURNABY                                                                                             ,
2938,4196267,0,0,3,8/13/2020,61.97,3,1,,0,1,0,0,1,0,39,VANCOUVER                                                                                           ,
2939,4197146,0,0,3,7/20/2020,8541.07,2,1,,0,0,0,0,1,0,68,ABBOTSFORD                                                                                          ,
2940,4199195,0,0,3,11/4/2020,735523.84,3,0,,0,1,1281.391504,0,1,1,57,BURNABY                                                                                             ,
2941,4199965,0,0,3,5/26/2020,0.45,1,0,243979.9641,1,0,0,0,1,12,56,VANCOUVER                                                                                           ,
2942,4200818,0,1,3,8/13/2020,1735.98,1,0,,0,1,902.6445998,0,1,23,30,SURREY                                                                                              ,
2943,4203837,0,0,3,2/13/2021,549727.22,4,0,,0,0,0,0,1,0,49,SURREY                                                                                              ,
2944,4204321,0,0,3,4/14/2020,0,1,0,,0,1,0,0,1,0,38,NORTH VANCOUVER                                                                                     ,
2945,4205064,1,1,3,4/4/2020,491472.5585,3,1,,0,0,0,1,1,57,52,VICTORIA                                                                                            ,
2946,4205191,0,0,3,9/11/2020,417124.49,3,1,,1,1,0,0,1,6,31,SURREY                                                                                              ,
2947,4209510,0,0,3,6/3/2020,856335.32,4,0,,0,1,0,1,1,3,83,VANCOUVER                                                                                           ,
2948,4211524,0,0,3,9/15/2020,100,1,1,,0,0,0,0,1,0,62,MAPLE RIDGE                                                                                         ,
2949,4212122,0,0,3,4/21/2020,13813.49,1,1,,1,1,2163.857092,0,1,11,52,LANGLEY                                                                                             ,
2950,4212940,0,0,3,6/12/2020,531358.9729,1,1,,0,1,1855.181367,1,1,80,69,NORTH VANCOUVER                                                                                     ,
2951,4215038,0,1,3,7/9/2020,2651.21,1,1,,0,1,2388.560527,0,1,1,43,SURREY                                                                                              ,
2952,4215927,0,0,3,7/30/2020,31.83,1,0,,0,1,0,0,1,0,76,PORT MOODY                                                                                          ,
2953,4216977,0,0,3,1/15/2021,62.81,1,0,,0,1,1937.107954,0,1,18,51,PORT COQUITLAM                                                                                      ,
2954,4217165,0,0,3,2/4/2021,992439.92,3,0,,0,1,0,0,1,4,63,NORTH VANCOUVER                                                                                     ,
2955,4217511,1,1,3,3/20/2020,431480.7207,2,0,,0,1,1009.788353,1,1,0,57,VANCOUVER                                                                                           ,
2956,4218470,0,0,3,4/18/2020,416783.7817,1,1,,0,1,0,1,1,0,52,COQUITLAM                                                                                           ,
2957,4220370,0,0,3,4/23/2020,460730.2598,2,1,,1,1,755.060511,1,1,7,67,SURREY                                                                                              ,
2958,4224604,0,0,3,7/6/2020,4878.06,3,0,,0,0,0,0,1,0,46,CHILLIWACK                                                                                          ,
2959,4225604,0,0,3,4/29/2020,50,1,1,,1,1,0,0,1,0,53,SAANICHTON                                                                                          ,
2960,4227240,0,0,3,7/2/2020,759.93,1,1,,0,0,0,0,1,15,71,LANGLEY                                                                                             ,
2961,4231773,0,1,3,7/17/2020,0,1,0,,0,0,0,0,1,0,55,VANCOUVER                                                                                           ,
2962,4232161,1,1,3,4/16/2020,2201.47,1,1,,1,1,156.3313274,0,1,11,58,ALDERGROVE                                                                                          ,
2963,4234410,0,0,3,6/6/2020,993917.4654,1,0,114930.524,0,1,1781.130547,1,1,0,45,SURREY                                                                                              ,
2964,4234598,1,1,3,4/27/2020,488829.4762,1,1,,0,1,0,1,1,0,64,ABBOTSFORD                                                                                          ,
2965,4235483,0,0,3,7/4/2020,9.81,2,0,,0,1,0,0,1,17,62,VICTORIA                                                                                            ,
2966,4235702,0,0,3,12/8/2020,1025.19,1,1,,0,1,2543.237023,0,1,0,41,VANCOUVER                                                                                           ,
2967,4235720,0,0,3,9/10/2020,3.57,1,0,,0,1,0,0,1,10,62,SURREY                                                                                              ,
2968,4237848,1,1,3,11/5/2020,18227.94,3,1,,0,1,0,0,1,1,48,COQUITLAM                                                                                           ,
2969,4238101,0,1,3,7/30/2020,1000,3,1,,1,1,0,0,1,0,59,VANCOUVER                                                                                           ,
2970,4239099,0,0,3,2/2/2021,5995,1,1,,0,0,0,0,1,0,48,RICHMOND                                                                                            ,
2971,4239766,0,0,3,4/21/2020,475888.0347,2,0,,0,0,0,1,1,2,35,VANCOUVER                                                                                           ,
2972,4241833,0,0,3,12/17/2020,0,2,0,,0,0,0,0,1,0,42,SURREY                                                                                              ,
2973,4243210,0,0,3,6/30/2020,2510,2,0,,0,0,0,0,1,0,33,VANCOUVER                                                                                           ,
2974,4245006,1,1,3,4/21/2020,340000,3,1,,0,1,0,0,1,0,70,VANCOUVER                                                                                           ,
2975,4246841,1,1,3,2/10/2021,753.53,2,0,,0,0,0,0,1,9,68,NORTH VANCOUVER                                                                                     ,
2976,4247748,0,0,3,11/4/2020,4297.32,3,0,,0,1,2557.049332,0,1,5,44,SURREY                                                                                              ,
2977,4248547,0,0,3,8/25/2020,7864.46,1,0,,0,1,0,0,1,0,35,VANCOUVER                                                                                           ,
2978,4252092,0,0,3,12/3/2020,10,1,0,,0,1,0,0,1,0,70,NORTH VANCOUVER                                                                                     ,
2979,4252613,1,1,3,4/2/2020,100000,2,1,,1,1,0,0,1,0,57,PORT MOODY                                                                                          ,
2980,4252921,0,1,3,9/4/2020,3286.48,2,1,251346.1247,0,1,987.6824978,0,1,0,60,MAPLE RIDGE                                                                                         ,
2981,4255923,0,0,3,8/17/2020,965193.28,4,1,,0,1,0,0,1,12,46,MISSION                                                                                             ,
2982,4256492,0,0,3,7/21/2020,8015.09,6,1,201925.4188,0,0,0,0,1,14,52,COQUITLAM                                                                                           ,
2983,4256662,0,0,3,5/15/2020,402216.6,2,0,,0,0,0,0,1,1,29,SQUAMISH                                                                                            ,
2984,4258919,0,0,3,1/20/2021,17073.75,2,0,,0,0,0,0,1,18,60,LANGLEY                                                                                             ,
2985,4259080,0,0,3,4/1/2020,494580.55,3,0,,0,1,0,1,1,1,46,CHILLIWACK                                                                                          ,
2986,4262308,1,1,3,4/20/2020,448513.7267,1,0,,0,0,0,1,1,70,54,VICTORIA                                                                                            ,
2987,4262362,0,0,3,12/18/2020,6.7,1,0,,1,1,0,0,1,7,45,VANCOUVER                                                                                           ,
2988,4262770,0,0,3,7/14/2020,4062.78,2,1,,0,1,2430.408681,0,1,21,74,DELTA                                                                                               ,
2989,4265030,0,1,3,8/26/2020,11500.33,3,1,,1,1,1731.671713,0,1,8,47,VANCOUVER                                                                                           ,
2990,4266522,0,0,3,4/9/2020,11995.14,2,1,,0,1,1609.527848,0,1,0,56,RICHMOND                                                                                            ,
2991,4270908,0,0,3,4/3/2020,249995,2,1,,0,1,2251.564,0,1,0,71,VANCOUVER                                                                                           ,
2992,4271730,1,1,3,12/3/2020,10097.18,4,0,,0,1,958.5465504,0,1,41,59,SURREY                                                                                              ,
2993,4273602,0,0,3,7/14/2020,15.11,1,1,,0,1,242.5547203,0,1,65,34,VANCOUVER                                                                                           ,
2994,4274124,0,0,3,8/11/2020,955338.2,3,1,,0,1,0,0,1,1,54,VANCOUVER                                                                                           ,
2995,4275954,1,1,3,5/19/2020,453878.7106,2,0,,0,1,2354.28325,1,1,4,57,SURREY                                                                                              ,
2996,4278056,0,0,3,12/2/2020,1052.51,2,1,,0,1,0,0,1,8,50,BURNABY                                                                                             ,
2997,4279387,1,1,3,4/29/2020,803083.28,2,1,,1,1,0,0,1,50,57,DELTA                                                                                               ,
2998,4279427,1,1,3,4/24/2020,464690.1934,4,1,,0,1,0,1,1,1,40,SURREY                                                                                              ,
2999,4280217,0,0,3,2/1/2021,1008,1,1,,1,1,0,0,1,1,62,PORT MOODY                                                                                          ,
3000,4280283,0,0,3,6/9/2020,431461.4612,4,1,,0,1,691.9989662,1,1,40,66,BURNABY                                                                                             ,
3001,4280704,0,0,3,7/21/2020,17028.86,2,1,,1,1,2502.504467,0,1,0,64,SURREY                                                                                              ,
3002,4281176,1,1,3,6/30/2020,3483.15,2,1,,0,1,1417.049553,0,1,1,65,VANCOUVER                                                                                           ,
3003,4282121,0,0,3,4/16/2020,442952.7516,1,0,,0,1,0,1,1,11,35,PITT MEADOWS                                                                                        ,
3004,4288261,0,0,3,6/12/2020,546975.03,2,0,,0,1,0,0,1,0,35,MISSION                                                                                             ,
3005,4290214,0,1,3,8/25/2020,1095.82,2,0,,0,1,1152.714049,0,1,1,51,COQUITLAM                                                                                           ,
3006,4290524,1,0,3,6/3/2020,178993.84,3,0,,0,1,0,0,1,36,63,RICHMOND                                                                                            ,
3007,4291013,1,0,3,12/22/2020,1964.1,1,0,,1,0,0,0,1,40,51,COQUITLAM                                                                                           ,
3008,4292505,0,1,3,9/1/2020,1301.54,3,0,,0,1,1490.789097,0,1,20,69,COQUITLAM                                                                                           ,
3009,4292738,0,0,3,1/9/2021,155.62,2,1,,0,0,0,0,1,30,78,VANCOUVER                                                                                           ,
3010,4292763,0,1,3,7/1/2020,916449.75,3,1,,0,1,0,0,1,20,67,COQUITLAM                                                                                           ,
3011,4293889,1,0,3,6/5/2020,11.02,1,1,,1,1,0,0,1,1,57,PORT COQUITLAM                                                                                      ,
3012,4294982,0,0,3,6/12/2020,482217.9675,1,0,,0,0,0,1,1,0,38,DELTA                                                                                               ,
3013,4296656,1,0,3,5/9/2020,396911.83,2,1,,0,1,0,0,1,0,70,SURREY                                                                                              ,
3014,4296872,0,0,3,8/12/2020,82005.05,5,1,,0,1,0,0,1,0,39,SURREY                                                                                              ,
3015,4299422,0,0,3,9/5/2020,1116.72,2,1,,0,1,587.0052973,0,1,2,76,BURNABY                                                                                             ,
3016,4301467,0,0,3,9/19/2020,495.12,3,0,,0,1,1450.618981,0,1,5,42,VANCOUVER                                                                                           ,
3017,4301921,0,0,3,2/14/2021,1112906.2,3,0,,0,1,0,0,1,1,43,GIBSONS                                                                                             ,
3018,4302632,0,1,3,8/27/2020,853140.15,3,0,,0,0,0,0,1,12,62,VANCOUVER                                                                                           ,
3019,4304774,1,0,3,1/19/2021,574832.77,2,1,,0,1,0,0,1,1,79,BURNABY                                                                                             ,
3020,4309539,0,0,3,12/4/2020,8877.5,1,0,,0,1,1310.082369,0,1,2,56,WHITE ROCK                                                                                          ,
3021,4309879,1,0,3,6/16/2020,200000.11,2,1,,0,0,0,0,1,0,74,VANCOUVER                                                                                           ,
3022,4311432,0,0,3,2/17/2021,1211298.46,3,0,131183.0717,1,1,1785.377423,0,1,1,47,RICHMOND                                                                                            ,
3023,4311480,0,1,3,8/18/2020,505,3,1,,0,1,613.5877888,0,1,0,60,MAPLE RIDGE                                                                                         ,
3024,4313855,0,0,3,7/22/2020,4312.89,2,1,283567.8634,0,0,0,0,1,5,36,CHILLIWACK                                                                                          ,
3025,4314672,1,0,3,3/26/2020,150000.09,2,0,,0,1,2549.946136,0,1,0,39,VANCOUVER                                                                                           ,
3026,4317023,1,0,3,2/16/2021,2414.85,2,1,,0,1,2520.495839,0,1,4,80,BURNABY                                                                                             ,
3027,4317341,1,0,3,4/9/2020,369386.99,2,1,,0,1,0,0,1,0,28,PORT MOODY                                                                                          ,
3028,4317989,0,0,3,4/3/2020,487147.7093,1,1,,0,0,0,1,1,9,64,ALERT BAY                                                                                           ,
3029,4327139,0,0,3,4/14/2020,1173644.84,2,0,,0,0,0,1,1,0,35,SURREY                                                                                              ,
3030,4328470,1,0,3,5/8/2020,611733.7,2,1,,0,0,0,0,1,0,80,LAKE COUNTRY                                                                                        ,
3031,4328639,0,0,3,4/30/2020,450385.8732,1,1,,0,1,466.0007532,1,1,45,55,VANCOUVER                                                                                           ,
3032,4330297,0,0,3,1/16/2021,522562.11,3,1,,0,0,0,0,1,3,44,BURNABY                                                                                             ,
3033,4330950,0,1,3,7/9/2020,429.03,2,0,,0,1,0,0,1,1,43,SURREY                                                                                              ,
3034,4334327,0,0,3,7/30/2020,2335.86,3,1,,0,1,456.6432269,0,1,0,63,SURREY                                                                                              ,
3035,4336201,0,0,3,6/4/2020,498013.2865,2,1,,1,1,1967.408572,1,1,1,44,LANGLEY                                                                                             ,
3036,4336685,0,0,3,6/3/2020,1000.11,1,0,,1,1,2536.405294,0,1,0,74,VANCOUVER                                                                                           ,
3037,4336808,1,0,3,11/5/2020,392289.82,3,0,,0,1,0,0,1,5,51,PORT COQUITLAM                                                                                      ,
3038,4337089,0,1,3,8/6/2020,2493.29,2,0,,1,0,0,0,1,14,53,VANCOUVER                                                                                           ,
3039,4337597,0,0,3,2/1/2021,5040.63,3,0,,0,0,0,0,1,2,47,SURREY                                                                                              ,
3040,4338556,0,0,3,7/13/2020,859.34,2,0,,0,1,58.91641104,0,1,117,59,SURREY                                                                                              ,
3041,4339515,1,0,3,4/21/2020,594162.5518,1,1,,1,1,2247.333716,1,1,0,38,SURREY                                                                                              ,
3042,4339917,0,0,3,4/17/2020,469267.1896,2,1,,1,1,217.5002753,1,1,1,39,PORT MOODY                                                                                          ,
3043,4341580,1,0,3,4/11/2020,195,1,0,,0,1,0,0,1,0,59,RICHMOND                                                                                            ,
3044,4342581,1,0,3,5/20/2020,1368.36,1,0,,0,1,0,0,1,53,79,VANCOUVER                                                                                           ,
3045,4346534,0,0,3,12/18/2020,617.57,3,0,,0,0,0,0,1,10,46,ABBOTSFORD                                                                                          ,
